camera,camera_indicator,total_apps,running_process,total_apps_with_internet_permission,upload_rate,download_rate,firewall_stat,malicious_website_visits,running_process_with_all_permission,malicious_stat,risk_factor
0,0,20,5,15,121,140,1,0,3,0,low
1,0,20,9,15,6,18,1,0,2,0,medium
0,0,20,0,15,0,0,1,0,0,0,low
1,0,20,4,15,186,418,0,0,2,0,medium
1,1,20,2,15,131,28,1,1,2,0,low
1,1,20,9,15,81,169,0,0,2,1,medium
0,0,20,2,15,82,10,1,1,1,0,low
0,0,20,0,15,0,0,0,0,0,0,medium
1,0,20,10,15,9,417,0,1,3,1,high
0,0,20,7,15,123,355,1,1,0,0,low
0,0,20,8,15,136,51,1,0,3,0,low
0,0,20,2,15,81,109,1,1,2,0,low
0,0,20,8,15,120,399,1,1,1,0,low
0,0,20,6,15,87,401,0,1,0,0,medium
1,0,20,1,15,174,500,0,1,1,1,high
1,0,20,10,15,98,176,0,1,2,1,high
0,0,20,2,15,69,251,0,1,3,0,medium
0,0,20,2,15,87,279,1,1,2,0,low
0,0,20,3,15,1,255,0,0,3,0,medium
1,0,20,1,15,192,36,1,1,2,1,medium
1,1,20,2,15,61,409,0,1,3,1,medium
1,1,20,10,15,158,429,1,0,3,0,low
0,0,20,1,15,163,214,1,0,0,0,low
0,0,20,10,15,149,382,1,0,2,0,low
0,0,20,7,15,62,52,0,0,1,1,medium
0,0,20,2,15,119,152,1,1,1,0,low
1,1,20,4,15,162,130,1,1,1,0,low
1,0,20,10,15,122,361,0,0,0,0,medium
0,0,20,8,15,134,10,0,1,3,1,medium
0,0,20,8,15,71,493,1,0,0,0,low
0,0,20,5,15,159,176,0,1,0,0,medium
0,0,20,0,15,0,0,1,0,0,0,low
1,1,20,10,15,37,108,0,0,0,1,medium
1,1,20,5,15,148,345,0,0,1,1,medium
1,0,20,4,15,101,356,1,0,0,1,medium
1,1,20,6,15,34,414,1,1,1,0,low
0,0,20,0,15,0,0,0,0,0,0,medium
0,0,20,8,15,31,12,1,1,0,0,low
1,0,20,6,15,197,226,0,1,1,1,high
0,0,20,3,15,47,359,1,1,1,0,low
1,0,20,2,15,46,40,0,1,0,1,medium
1,1,20,4,15,126,390,0,0,2,0,medium
0,0,20,10,15,138,118,1,1,0,0,low
0,0,20,1,15,123,29,0,0,0,1,medium
0,0,20,4,15,138,234,1,1,0,0,low
1,0,20,10,15,153,380,0,1,0,0,medium
1,1,20,3,15,158,193,0,1,2,0,medium
0,0,20,1,15,192,58,0,1,2,1,medium
1,1,20,10,15,153,53,1,1,3,0,low
0,0,20,1,15,171,75,0,0,1,0,medium
0,0,20,5,15,62,47,1,0,0,0,low
1,0,20,1,15,141,98,1,0,3,0,medium
1,0,20,5,15,97,372,1,1,0,1,medium
1,0,20,7,15,180,418,1,1,0,1,medium
0,0,20,3,15,133,354,0,1,1,1,medium
1,1,20,7,15,186,418,1,0,0,0,low
1,0,20,7,15,166,162,0,1,3,1,high
0,0,20,10,15,2,370,0,1,1,0,medium
1,1,20,10,15,1,185,1,0,1,0,low
1,1,20,8,15,162,326,1,0,0,0,low
0,0,20,4,15,132,448,1,0,1,0,low
0,0,20,7,15,87,84,1,1,2,0,low
0,0,20,2,15,80,124,1,0,2,0,low
1,1,20,1,15,143,397,1,1,2,0,low
0,0,20,8,15,145,385,1,0,1,0,low
0,0,20,3,15,94,177,1,1,1,0,low
1,0,20,7,15,185,475,0,1,0,0,medium
0,0,20,4,15,124,223,0,0,1,0,medium
0,0,20,6,15,153,182,0,1,2,1,medium
0,0,20,5,15,166,3,1,1,1,0,low
0,0,20,2,15,60,313,1,1,3,0,low
1,1,20,9,15,82,474,1,1,2,0,low
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,6,15,31,488,0,0,2,0,medium
1,0,20,3,15,100,260,0,1,0,0,medium
1,1,20,10,15,139,479,1,0,3,0,low
0,0,20,2,15,89,492,1,1,0,0,low
1,1,20,9,15,18,223,0,0,0,1,medium
1,0,20,7,15,9,315,1,1,3,1,medium
0,0,20,2,15,154,436,1,1,0,0,low
1,0,20,6,15,91,73,0,1,0,0,medium
1,0,20,8,15,39,338,0,0,0,1,medium
0,0,20,4,15,181,36,1,1,1,0,low
1,1,20,10,15,158,2,1,0,3,0,low
1,1,20,9,15,10,171,1,0,2,0,low
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,7,15,102,141,1,0,1,0,low
0,0,20,2,15,6,16,0,1,3,0,medium
0,0,20,7,15,21,61,1,1,3,0,low
1,1,20,8,15,174,373,0,1,2,1,medium
0,0,20,10,15,78,460,0,1,3,0,medium
0,0,20,1,15,69,328,1,0,2,0,low
1,1,20,7,15,128,75,1,0,1,0,low
1,0,20,6,15,29,111,0,0,1,0,medium
1,0,20,1,15,2,349,1,1,0,1,medium
0,0,20,9,15,68,405,1,0,3,0,low
1,1,20,8,15,191,275,1,1,0,0,low
1,0,20,10,15,109,381,0,1,2,1,high
0,0,20,5,15,190,458,0,1,0,0,medium
1,0,20,5,15,129,295,0,1,1,1,high
0,0,20,4,15,154,40,0,1,3,0,medium
0,0,20,9,15,50,255,0,1,3,0,medium
0,0,20,8,15,162,193,1,0,2,0,low
1,1,20,1,15,122,270,1,1,3,0,low
0,0,20,7,15,63,76,0,1,1,0,medium
0,0,20,1,15,26,109,0,1,0,1,medium
0,0,20,8,15,23,302,0,1,0,0,medium
1,0,20,8,15,151,336,0,0,0,1,medium
0,0,20,8,15,39,470,1,0,1,0,low
1,0,20,5,15,188,172,1,0,2,0,medium
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,10,15,159,316,1,0,2,0,low
0,0,20,1,15,120,488,0,1,3,0,medium
0,0,20,8,15,144,134,1,0,2,0,low
0,0,20,4,15,116,207,1,1,2,0,low
0,0,20,9,15,102,20,1,0,0,0,low
0,0,20,7,15,71,175,1,0,3,0,low
0,0,20,3,15,192,49,0,1,2,0,medium
0,0,20,4,15,131,26,1,0,1,0,low
1,0,20,4,15,92,422,0,0,1,0,medium
1,0,20,1,15,154,272,1,1,3,0,medium
0,0,20,0,15,0,0,0,0,0,0,medium
0,0,20,2,15,122,476,0,1,2,1,medium
0,0,20,3,15,144,53,1,1,2,0,low
0,0,20,6,15,16,319,0,0,2,0,medium
0,0,20,8,15,192,185,0,0,2,1,medium
0,0,20,2,15,174,189,1,0,2,0,low
1,0,20,5,15,111,147,0,0,3,1,medium
0,0,20,5,15,0,241,1,1,1,0,low
0,0,20,8,15,66,99,0,0,2,0,medium
0,0,20,5,15,163,18,0,0,0,0,medium
0,0,20,9,15,174,442,1,0,3,0,low
1,1,20,4,15,114,229,1,0,2,0,low
1,0,20,10,15,7,318,0,1,2,1,high
1,0,20,8,15,51,71,0,1,1,1,high
0,0,20,4,15,88,440,0,1,3,1,medium
0,0,20,10,15,155,486,1,1,3,0,low
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,7,15,55,235,1,0,1,0,low
1,0,20,10,15,2,337,0,1,0,1,medium
0,0,20,2,15,51,257,1,1,1,0,low
1,0,20,3,15,164,257,1,1,2,1,medium
0,0,20,0,15,0,0,0,0,0,1,medium
1,0,20,5,15,14,297,1,0,3,0,medium
1,0,20,9,15,27,281,0,1,0,1,medium
0,0,20,4,15,200,489,0,0,3,0,medium
1,1,20,1,15,107,357,1,1,1,0,low
0,0,20,1,15,12,225,0,1,1,0,medium
1,0,20,2,15,182,374,0,1,2,1,high
0,0,20,9,15,73,236,0,1,1,0,medium
0,0,20,2,15,48,238,0,0,0,0,medium
1,0,20,3,15,133,93,1,1,3,1,medium
1,1,20,6,15,91,307,1,1,3,0,low
1,0,20,8,15,113,478,0,0,2,0,medium
0,0,20,9,15,99,435,0,0,3,1,medium
1,0,20,3,15,99,150,0,1,3,1,high
1,0,20,5,15,160,96,0,0,0,1,medium
1,1,20,7,15,56,122,0,1,0,1,medium
1,1,20,7,15,63,223,1,1,0,0,low
0,0,20,7,15,59,51,0,0,0,0,medium
0,0,20,4,15,7,313,1,1,2,0,low
0,0,20,2,15,78,154,0,0,1,1,medium
1,0,20,7,15,198,327,0,0,1,0,medium
0,0,20,2,15,86,497,1,1,2,0,low
1,0,20,3,15,4,209,0,1,1,1,high
1,1,20,5,15,81,141,0,1,0,1,medium
0,0,20,9,15,123,328,1,1,3,0,low
1,1,20,4,15,83,164,1,1,0,0,low
1,1,20,7,15,113,70,0,1,3,1,medium
1,1,20,1,15,30,407,1,1,0,0,low
1,1,20,2,15,69,482,1,1,2,0,low
1,1,20,1,15,167,390,0,0,0,1,medium
0,0,20,2,15,179,429,1,1,2,0,low
1,0,20,6,15,4,394,0,0,2,1,medium
1,0,20,8,15,183,395,1,1,1,0,medium
1,0,20,7,15,184,360,0,1,1,1,high
0,0,20,1,15,6,309,1,1,1,0,low
0,0,20,5,15,188,465,0,0,3,1,medium
1,1,20,2,15,14,202,1,1,2,0,low
0,0,20,8,15,133,361,0,0,2,0,medium
1,0,20,3,15,96,402,0,1,1,1,high
0,0,20,5,15,95,316,0,0,2,0,medium
1,0,20,2,15,39,255,0,0,2,1,medium
1,1,20,7,15,36,184,1,0,1,0,low
0,0,20,2,15,114,3,1,0,1,0,low
1,1,20,1,15,93,165,1,1,2,0,low
1,0,20,7,15,186,46,1,0,2,0,medium
0,0,20,9,15,126,118,0,1,3,1,medium
1,1,20,6,15,143,129,1,1,3,0,low
1,1,20,5,15,166,220,1,1,2,0,low
0,0,20,7,15,111,196,0,0,1,1,medium
1,1,20,10,15,97,360,0,1,3,0,medium
1,0,20,7,15,116,238,0,0,1,0,medium
1,0,20,5,15,80,38,1,1,1,0,medium
1,0,20,7,15,117,340,0,1,2,1,high
0,0,20,6,15,123,351,0,1,1,1,medium
1,1,20,10,15,145,253,1,0,1,0,low
0,0,20,5,15,111,235,0,1,0,0,medium
0,0,20,2,15,81,337,1,1,2,0,low
1,0,20,4,15,79,393,0,1,0,0,medium
1,0,20,5,15,95,257,0,1,1,1,high
0,0,20,10,15,29,388,1,0,1,0,low
0,0,20,4,15,105,37,0,1,3,1,medium
1,0,20,4,15,45,465,0,1,1,1,high
1,1,20,1,15,37,70,0,0,3,1,medium
0,0,20,1,15,82,3,0,1,2,0,medium
0,0,20,6,15,52,254,1,1,1,0,low
0,0,20,2,15,107,4,0,0,3,0,medium
1,1,20,2,15,81,478,1,0,1,0,low
0,0,20,8,15,78,283,1,1,2,0,low
1,0,20,7,15,180,362,1,0,3,0,medium
0,0,20,4,15,133,432,1,1,3,0,low
0,0,20,1,15,60,310,1,1,2,0,low
1,0,20,1,15,65,194,0,0,1,1,medium
1,0,20,10,15,12,122,0,1,0,0,medium
0,0,20,2,15,146,248,0,1,2,1,medium
1,0,20,4,15,200,476,0,1,2,1,high
0,0,20,4,15,122,367,0,1,0,1,medium
1,1,20,7,15,176,90,1,0,0,0,low
1,1,20,3,15,185,267,0,1,3,0,medium
0,0,20,3,15,89,187,0,0,0,0,medium
0,0,20,8,15,98,186,0,1,1,1,medium
1,0,20,10,15,48,210,0,0,3,0,medium
0,0,20,6,15,67,69,1,1,0,0,low
0,0,20,7,15,95,122,1,0,1,0,low
1,0,20,2,15,2,455,0,1,2,1,high
0,0,20,10,15,133,223,1,0,1,0,low
0,0,20,4,15,171,184,0,1,1,1,medium
1,1,20,2,15,36,276,0,1,0,1,medium
0,0,20,2,15,104,108,1,1,1,0,low
1,1,20,2,15,134,36,0,0,2,1,medium
1,1,20,1,15,161,277,1,0,0,0,low
0,0,20,4,15,120,440,0,1,3,1,medium
0,0,20,9,15,122,472,1,0,2,0,low
0,0,20,2,15,35,84,0,0,0,0,medium
0,0,20,0,15,0,0,0,0,0,0,medium
1,1,20,3,15,75,269,0,1,2,1,medium
1,0,20,7,15,10,84,1,1,2,1,medium
0,0,20,2,15,92,268,1,0,2,0,low
1,1,20,6,15,4,159,1,0,2,0,low
0,0,20,0,15,0,0,0,0,0,1,medium
0,0,20,8,15,132,181,1,1,0,0,low
0,0,20,7,15,106,106,0,0,0,0,medium
1,0,20,5,15,90,165,1,0,1,0,medium
0,0,20,2,15,26,47,0,0,0,0,medium
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,10,15,102,127,1,1,0,0,low
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,8,15,64,257,0,1,1,0,medium
0,0,20,7,15,181,498,0,1,3,1,medium
0,0,20,7,15,23,201,1,0,0,0,low
1,1,20,5,15,182,282,0,0,1,0,medium
1,1,20,4,15,133,314,1,1,1,0,low
0,0,20,2,15,114,451,1,0,0,0,low
0,0,20,9,15,193,230,1,0,2,0,low
1,1,20,7,15,109,203,0,0,2,1,medium
0,0,20,6,15,38,472,0,1,1,1,medium
1,1,20,1,15,79,438,0,1,3,0,medium
0,0,20,7,15,92,417,0,0,3,1,medium
0,0,20,10,15,19,11,1,1,2,0,low
0,0,20,4,15,88,39,1,0,1,0,low
0,0,20,0,15,0,0,0,0,0,0,medium
1,0,20,6,15,22,85,1,0,3,1,medium
1,1,20,2,15,124,417,0,0,1,0,medium
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,8,15,148,127,1,1,2,0,low
0,0,20,6,15,143,10,1,1,2,0,low
0,0,20,6,15,178,78,0,1,0,1,medium
0,0,20,8,15,107,254,0,0,3,0,medium
1,0,20,4,15,37,407,0,0,1,0,medium
1,1,20,5,15,127,241,1,0,3,0,low
0,0,20,0,15,0,0,1,0,0,0,low
1,1,20,2,15,118,211,1,1,1,0,low
0,0,20,5,15,173,478,0,1,1,0,medium
1,0,20,6,15,189,429,0,1,2,1,high
1,0,20,3,15,150,91,1,1,3,0,medium
0,0,20,0,15,0,0,1,0,0,0,low
1,0,20,2,15,84,222,1,1,1,0,medium
1,1,20,3,15,50,240,0,1,3,1,medium
1,0,20,9,15,20,496,0,0,3,0,medium
1,0,20,4,15,48,383,0,0,3,0,medium
0,0,20,10,15,160,3,0,0,3,1,medium
1,1,20,4,15,195,26,1,0,3,0,low
1,0,20,4,15,1,65,1,1,3,1,medium
1,1,20,6,15,174,309,0,0,3,0,medium
0,0,20,9,15,37,11,1,1,0,0,low
1,0,20,8,15,151,226,1,1,0,0,medium
1,0,20,8,15,143,301,1,1,0,1,medium
1,0,20,1,15,28,333,0,1,1,1,high
0,0,20,0,15,0,0,1,0,0,0,low
1,1,20,7,15,84,500,1,0,0,0,low
1,1,20,8,15,12,30,1,1,3,0,low
1,1,20,6,15,84,409,1,1,1,0,low
1,1,20,8,15,79,417,1,1,0,0,low
0,0,20,1,15,199,290,1,0,2,0,low
1,1,20,2,15,59,157,1,0,1,0,low
0,0,20,9,15,91,183,0,1,3,0,medium
0,0,20,10,15,155,478,0,0,3,0,medium
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,7,15,196,357,0,0,1,1,medium
1,0,20,5,15,14,241,1,0,3,0,medium
0,0,20,3,15,87,262,1,0,3,0,low
0,0,20,0,15,0,0,1,0,0,0,low
1,0,20,2,15,82,365,0,1,1,1,high
0,0,20,9,15,155,46,1,1,0,0,low
1,1,20,5,15,141,282,1,1,3,0,low
1,0,20,6,15,39,253,1,0,1,1,medium
1,1,20,6,15,148,97,1,1,0,0,low
0,0,20,4,15,15,2,0,0,1,1,medium
0,0,20,10,15,75,494,1,1,1,0,low
1,0,20,5,15,144,212,1,0,1,1,medium
0,0,20,1,15,82,375,1,0,2,0,low
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,0,15,0,0,0,0,0,1,medium
0,0,20,0,15,0,0,0,0,0,0,medium
0,0,20,3,15,37,168,0,0,1,1,medium
0,0,20,2,15,147,414,1,0,2,0,low
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,5,15,117,87,1,0,1,0,low
0,0,20,8,15,141,382,1,0,3,0,low
0,0,20,8,15,136,449,1,1,3,0,low
1,1,20,4,15,64,143,0,0,1,0,medium
1,1,20,6,15,188,485,0,1,3,1,medium
0,0,20,7,15,103,390,0,1,2,1,medium
0,0,20,9,15,113,6,1,1,3,0,low
0,0,20,6,15,98,374,0,0,0,1,medium
1,1,20,2,15,159,96,0,1,1,1,medium
0,0,20,3,15,31,115,0,1,2,0,medium
0,0,20,5,15,98,378,1,1,2,0,low
0,0,20,6,15,107,435,1,0,3,0,low
1,0,20,5,15,129,494,0,1,0,0,medium
1,0,20,8,15,134,315,0,1,2,1,high
0,0,20,7,15,187,389,1,0,0,0,low
0,0,20,10,15,1,490,1,1,2,0,low
0,0,20,7,15,84,227,0,1,0,0,medium
1,0,20,10,15,31,302,1,1,1,1,medium
1,1,20,10,15,185,390,0,1,1,0,medium
0,0,20,10,15,106,471,1,1,1,0,low
0,0,20,5,15,104,188,0,1,3,1,medium
1,0,20,6,15,41,273,0,1,1,1,high
0,0,20,6,15,149,433,0,1,2,0,medium
1,1,20,2,15,79,339,0,1,2,0,medium
1,1,20,10,15,171,168,1,1,2,0,low
1,1,20,7,15,113,392,1,0,3,0,low
0,0,20,0,15,0,0,1,0,0,0,low
1,0,20,2,15,81,239,1,1,2,1,medium
0,0,20,9,15,147,359,0,0,2,1,medium
1,0,20,10,15,130,469,0,1,3,1,high
0,0,20,1,15,13,326,1,1,1,0,low
1,1,20,7,15,97,103,0,0,1,0,medium
0,0,20,6,15,14,376,0,0,3,1,medium
1,1,20,7,15,5,272,0,0,2,1,medium
0,0,20,3,15,5,442,1,0,2,0,low
1,1,20,5,15,3,72,1,1,0,0,low
0,0,20,6,15,60,307,1,0,0,0,low
0,0,20,6,15,51,13,1,0,2,0,low
0,0,20,7,15,47,166,0,1,2,1,medium
0,0,20,9,15,75,498,1,1,3,0,low
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,1,15,67,165,1,0,2,0,low
1,1,20,1,15,4,108,0,1,2,0,medium
0,0,20,3,15,16,245,1,0,3,0,low
0,0,20,10,15,29,291,1,1,3,0,low
0,0,20,2,15,155,176,1,1,1,0,low
0,0,20,8,15,29,354,0,0,3,0,medium
1,1,20,3,15,129,263,1,0,3,0,low
0,0,20,3,15,140,444,1,0,1,0,low
1,0,20,5,15,98,45,0,1,3,1,high
1,1,20,2,15,24,209,1,1,2,0,low
1,1,20,4,15,53,139,0,1,0,0,medium
1,1,20,9,15,59,297,1,0,0,0,low
1,1,20,4,15,57,195,0,1,3,0,medium
1,0,20,3,15,162,432,1,0,0,1,medium
0,0,20,3,15,81,473,1,1,1,0,low
1,1,20,3,15,118,443,1,1,1,0,low
0,0,20,0,15,0,0,0,0,0,0,medium
1,1,20,6,15,106,447,1,1,1,0,low
0,0,20,0,15,0,0,1,0,0,0,low
1,1,20,4,15,25,346,1,1,3,0,low
0,0,20,4,15,34,488,0,0,3,0,medium
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,0,15,0,0,0,0,0,0,medium
0,0,20,8,15,53,271,0,1,3,0,medium
0,0,20,0,15,0,0,0,0,0,1,medium
0,0,20,6,15,185,63,1,0,2,0,low
0,0,20,10,15,65,69,1,0,2,0,low
1,0,20,10,15,145,408,0,1,1,1,high
1,1,20,4,15,153,216,1,1,1,0,low
0,0,20,10,15,126,493,0,0,3,0,medium
1,1,20,3,15,81,32,1,1,2,0,low
0,0,20,10,15,59,349,1,0,3,0,low
0,0,20,6,15,151,314,1,1,1,0,low
0,0,20,2,15,42,136,1,0,3,0,low
1,1,20,3,15,48,302,0,0,1,0,medium
0,0,20,8,15,137,325,0,1,0,1,medium
0,0,20,8,15,110,290,1,1,3,0,low
1,0,20,3,15,106,493,0,0,0,1,medium
1,1,20,8,15,11,158,0,0,0,1,medium
0,0,20,1,15,108,39,0,0,0,0,medium
0,0,20,9,15,153,133,0,1,1,0,medium
0,0,20,7,15,136,488,0,0,3,0,medium
0,0,20,10,15,24,194,1,1,0,0,low
0,0,20,9,15,75,299,1,0,1,0,low
0,0,20,7,15,138,195,0,0,0,1,medium
0,0,20,4,15,4,332,1,0,0,0,low
0,0,20,0,15,0,0,0,0,0,1,medium
1,1,20,1,15,95,59,1,1,2,0,low
0,0,20,1,15,95,487,1,0,1,0,low
0,0,20,8,15,90,450,1,1,0,0,low
1,0,20,2,15,196,408,0,1,3,1,high
0,0,20,3,15,171,215,1,0,3,0,low
1,0,20,3,15,32,496,1,1,1,0,medium
1,1,20,1,15,94,443,0,1,1,1,medium
1,0,20,2,15,72,72,0,1,2,1,high
1,0,20,6,15,18,11,0,1,2,1,high
0,0,20,9,15,130,283,1,1,0,0,low
0,0,20,4,15,108,19,0,1,1,0,medium
0,0,20,7,15,190,94,0,0,0,0,medium
0,0,20,3,15,74,162,1,0,0,0,low
1,1,20,2,15,80,358,0,1,1,1,medium
1,1,20,6,15,45,28,0,0,3,0,medium
0,0,20,8,15,72,476,1,1,2,0,low
0,0,20,2,15,66,451,0,0,0,0,medium
1,1,20,7,15,107,69,1,1,1,0,low
0,0,20,10,15,159,0,1,0,0,0,low
1,1,20,10,15,73,111,0,1,2,0,medium
0,0,20,7,15,110,448,1,1,0,0,low
1,1,20,8,15,12,179,0,1,1,0,medium
1,1,20,10,15,152,370,1,1,1,0,low
0,0,20,8,15,170,294,0,1,2,0,medium
0,0,20,8,15,167,113,0,1,2,0,medium
0,0,20,8,15,70,51,1,1,2,0,low
0,0,20,0,15,0,0,0,0,0,0,medium
0,0,20,4,15,90,312,1,0,0,0,low
1,1,20,9,15,98,161,1,1,1,0,low
1,1,20,5,15,164,304,0,0,1,1,medium
0,0,20,7,15,108,354,0,0,1,1,medium
1,0,20,9,15,64,98,1,1,0,0,medium
0,0,20,6,15,187,26,1,1,2,0,low
1,0,20,8,15,195,237,1,0,1,0,medium
1,0,20,8,15,164,403,1,1,0,0,medium
1,0,20,1,15,75,308,0,1,0,1,medium
0,0,20,8,15,187,303,1,1,2,0,low
0,0,20,10,15,124,216,0,1,0,1,medium
0,0,20,10,15,59,327,1,1,0,0,low
1,1,20,6,15,131,178,1,1,1,0,low
1,0,20,1,15,45,432,1,1,1,1,medium
0,0,20,3,15,135,124,0,0,2,1,medium
0,0,20,9,15,14,109,1,1,2,0,low
1,1,20,6,15,191,480,1,1,0,0,low
1,0,20,5,15,82,84,0,1,0,1,medium
1,1,20,2,15,67,138,1,0,1,0,low
1,0,20,7,15,58,262,1,0,1,1,medium
0,0,20,9,15,18,420,0,0,0,0,medium
0,0,20,6,15,63,388,1,0,3,0,low
1,1,20,5,15,90,297,0,0,2,0,medium
0,0,20,0,15,0,0,0,0,0,0,medium
0,0,20,7,15,137,420,0,1,1,0,medium
1,1,20,2,15,57,95,0,0,1,0,medium
0,0,20,4,15,160,275,0,1,3,0,medium
0,0,20,0,15,0,0,0,0,0,1,medium
1,1,20,7,15,27,403,1,0,1,0,low
0,0,20,4,15,69,81,0,0,0,1,medium
0,0,20,1,15,137,361,0,0,2,0,medium
0,0,20,0,15,0,0,1,0,0,0,low
1,1,20,10,15,192,179,1,1,0,0,low
1,1,20,7,15,146,478,0,1,2,1,medium
1,1,20,1,15,69,440,0,1,1,0,medium
0,0,20,2,15,69,452,0,0,0,0,medium
0,0,20,5,15,172,171,1,0,2,0,low
0,0,20,10,15,18,249,0,0,1,1,medium
1,0,20,1,15,96,49,0,0,0,0,medium
0,0,20,0,15,0,0,0,0,0,0,medium
0,0,20,10,15,78,438,0,0,2,1,medium
0,0,20,4,15,29,105,0,0,3,1,medium
0,0,20,8,15,137,400,1,0,3,0,low
1,1,20,4,15,104,341,1,1,1,0,low
0,0,20,2,15,123,58,0,1,1,1,medium
0,0,20,8,15,52,321,1,1,1,0,low
1,0,20,1,15,43,124,0,1,0,1,medium
0,0,20,7,15,30,245,1,1,2,0,low
0,0,20,3,15,50,172,1,0,3,0,low
0,0,20,2,15,124,372,0,0,1,1,medium
0,0,20,6,15,88,35,1,0,1,0,low
1,1,20,10,15,4,129,1,0,3,0,low
0,0,20,7,15,79,3,0,1,0,0,medium
0,0,20,4,15,3,318,0,0,3,1,medium
1,0,20,4,15,164,36,1,1,2,1,medium
0,0,20,2,15,20,275,1,0,2,0,low
1,1,20,9,15,32,321,0,1,3,1,medium
0,0,20,2,15,146,72,0,1,1,1,medium
1,0,20,5,15,5,386,1,0,1,0,medium
0,0,20,6,15,158,276,1,1,2,0,low
1,1,20,8,15,162,385,1,0,1,0,low
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,2,15,14,404,0,0,0,0,medium
0,0,20,10,15,149,74,0,1,3,1,medium
1,1,20,5,15,58,119,0,0,0,1,medium
0,0,20,4,15,197,68,1,1,0,0,low
0,0,20,5,15,179,219,1,0,1,0,low
0,0,20,4,15,23,46,0,0,0,1,medium
0,0,20,6,15,59,358,1,1,2,0,low
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,1,15,113,166,0,0,3,1,medium
0,0,20,0,15,0,0,0,0,0,0,medium
0,0,20,9,15,57,39,0,1,3,1,medium
0,0,20,10,15,80,208,1,1,0,0,low
0,0,20,6,15,81,378,1,1,2,0,low
0,0,20,0,15,0,0,0,0,0,1,medium
0,0,20,0,15,0,0,1,0,0,0,low
0,0,20,4,15,125,82,0,1,3,1,medium
0,0,20,3,15,192,50,1,1,0,0,low
1,1,20,5,15,99,383,0,0,2,1,medium
0,0,20,1,15,190,374,1,1,2,0,low
1,1,20,3,15,68,413,1,0,1,0,low
0,0,20,10,15,91,49,0,1,3,1,medium
1,0,20,4,15,117,344,0,1,3,1,high
1,0,20,2,15,4,438,1,1,3,0,medium
0,0,20,3,15,10,467,0,0,1,0,medium
1,0,20,8,15,62,320,0,1,1,1,high
0,0,20,0,15,0,0,1,0,0,0,low
1,0,20,1,15,14,436,1,1,2,1,medium
1,1,20,7,15,62,379,0,1,2,1,medium
0,0,20,9,15,157,436,0,0,2,0,medium
1,0,20,4,15,149,435,0,1,0,0,medium
1,0,20,4,15,62,277,1,1,1,0,medium
1,1,20,7,15,191,111,0,0,0,1,medium
1,0,20,4,15,199,162,1,0,1,1,medium
1,1,20,8,15,77,42,1,0,1,0,low
1,0,20,2,15,56,325,0,1,0,0,medium
0,0,20,0,15,0,0,0,0,0,1,medium
1,1,20,7,15,18,315,0,0,2,0,medium
0,0,20,1,15,159,282,0,0,0,1,medium
1,0,20,3,15,126,424,0,1,1,1,high
0,0,20,5,15,127,217,1,0,2,0,low
1,0,20,9,15,69,199,1,1,1,1,medium
1,0,20,1,15,94,79,0,1,2,1,high
1,1,20,5,15,114,396,0,1,2,0,medium
0,0,20,2,15,108,146,0,1,1,0,medium
0,0,20,7,15,13,188,1,1,0,0,low
0,0,20,6,15,190,102,0,1,2,0,medium
0,0,20,5,15,61,206,0,1,0,0,medium
1,1,20,4,15,136,216,0,0,3,1,medium
0,0,20,5,15,91,155,1,1,2,0,low
0,0,20,10,15,146,67,1,1,3,0,low
1,1,20,4,15,180,379,1,1,0,0,low
1,1,20,2,15,129,422,0,0,2,1,medium
1,1,20,1,15,37,24,1,1,2,0,low
0,0,20,10,15,61,497,0,0,2,1,medium
0,0,20,4,15,114,203,0,0,3,0,medium
1,0,20,5,15,75,51,1,0,2,1,medium
0,0,20,7,15,145,137,1,1,1,0,low
1,0,20,8,15,86,409,1,1,1,0,medium
0,0,20,10,15,70,312,0,1,0,0,medium
0,0,20,2,15,59,200,1,1,3,0,low
1,1,20,10,15,103,78,0,1,3,0,medium
1,0,20,8,15,127,345,0,0,0,0,medium
1,1,20,5,15,100,419,0,0,3,0,medium
0,0,20,3,15,34,169,0,0,3,0,medium
1,0,20,1,15,117,79,1,1,1,1,medium
0,0,20,7,15,77,447,1,0,0,0,low
1,0,20,1,15,103,454,0,1,1,1,high
1,1,20,9,15,41,133,0,1,1,1,medium
1,0,20,5,15,195,355,0,1,2,1,high
0,0,20,10,15,166,126,1,0,2,0,low
0,0,20,4,15,150,76,0,0,2,0,medium
1,0,20,9,15,131,480,1,1,1,1,medium
